id,version,method,target_x,target_y,sourceCenter_x,sourceCenter_y,sourceRadius,source_x,source_y,visited
giantworldmap-072,0.0.3,BFS,3707,165,3346,314,290,3609,192,19927
giantworldmap-073,0.0.3,A*,780,74,625,576,472,780,133,1308
giantworldmap-073,0.0.3,BFS,780,74,625,576,472,821,147,17875
giantworldmap-074,0.0.3,A*,1160,1540,1225,1023,464,1194,1485,993
giantworldmap-074,0.0.3,BFS,1160,1540,1225,1023,464,1193,1485,5309
giantworldmap-075,0.0.3,A*,712,725,625,664,74,672,719,248
giantworldmap-075,0.0.3,BFS,712,725,625,664,74,672,720,1803
giantworldmap-076,0.0.3,A*,865,162,638,120,200,831,162,336
giantworldmap-076,0.0.3,BFS,865,162,638,120,200,832,161,1676
giantworldmap-077,0.0.3,A*,1662,27,1402,35,167,1567,18,1060
giantworldmap-077,0.0.3,BFS,1662,27,1402,35,167,1568,18,5976
giantworldmap-078,0.0.3,A*,829,59,1284,408,475,949,80,2068
giantworldmap-078,0.0.3,BFS,829,59,1284,408,475,936,85,20892
giantworldmap-079,0.0.3,A*,2296,572,2199,85,493,2290,569,79
giantworldmap-079,0.0.3,BFS,2296,572,2199,85,493,2290,569,65
giantworldmap-080,0.0.3,A*,3572,1458,3573,1093,364,3575,1456,66
giantworldmap-080,0.0.3,BFS,3572,1458,3573,1093,364,3574,1456,11
giantworldmap-081,0.0.3,BFS,2232,57,2790,148,170,2651,51,146357
giantworldmap-082,0.0.3,A*,2843,301,2275,352,495,2763,282,336
giantworldmap-082,0.0.3,BFS,2843,301,2275,352,495,2765,282,235
giantworldmap-083,0.0.3,A*,3096,67,2584,169,404,2973,60,2392
giantworldmap-083,0.0.3,BFS,3096,67,2584,169,404,2973,60,20754
giantworldmap-084,0.0.3,BFS,3874,181,4041,237,153,3900,178,1236
giantworldmap-085,0.0.3,A*,1289,33,1407,25,91,1321,38,257
giantworldmap-085,0.0.3,BFS,1289,33,1407,25,91,1321,38,1772
giantworldmap-086,0.0.3,A*,2360,474,2177,979,490,2218,519,7927
giantworldmap-086,0.0.3,BFS,2360,474,2177,979,490,2315,509,4788
giantworldmap-087,0.0.3,A*,2165,383,2321,224,188,2170,333,795
giantworldmap-087,0.0.3,BFS,2165,383,2321,224,188,2170,335,2331
giantworldmap-089,0.0.3,A*,1104,22,655,119,15,665,112,3978
giantworldmap-089,0.0.3,BFS,1104,22,655,119,15,667,112,83782
giantworldmap-090,0.0.3,A*,1194,1045,1327,1097,99,1245,1042,268
giantworldmap-090,0.0.3,BFS,1194,1045,1327,1097,99,1245,1042,236
giantworldmap-091,0.0.3,A*,2469,388,2375,746,318,2465,442,736
giantworldmap-091,0.0.3,BFS,2469,388,2375,746,318,2454,438,565
giantworldmap-092,0.0.3,A*,2023,263,2405,561,465,2053,258,309
giantworldmap-092,0.0.3,BFS,2023,263,2405,561,465,2053,258,2176
giantworldmap-093,0.0.3,A*,2109,210,1809,662,432,2012,283,14682
giantworldmap-093,0.0.3,BFS,2109,210,1809,662,432,1994,274,29870
giantworldmap-094,0.0.3,A*,2301,723,2327,1188,214,2292,977,2136
giantworldmap-094,0.0.3,BFS,2301,723,2327,1188,214,2288,978,32594
giantworldmap-095,0.0.3,A*,721,87,1214,325,481,789,100,849
giantworldmap-095,0.0.3,BFS,721,87,1214,325,481,789,100,10659
giantworldmap-096,0.0.3,A*,710,627,506,180,471,710,603,160
giantworldmap-096,0.0.3,BFS,710,627,506,180,471,706,606,63
giantworldmap-097,0.0.3,A*,758,143,1179,367,432,811,142,840
giantworldmap-097,0.0.3,BFS,758,143,1179,367,432,800,160,5155
giantworldmap-098,0.0.3,A*,724,70,84,309,190,216,173,4116
giantworldmap-098,0.0.3,BFS,724,70,84,309,190,216,173,187232
giantworldmap-099,0.0.3,A*,985,261,829,503,210,975,354,669
giantworldmap-099,0.0.3,BFS,985,261,829,503,210,971,352,15730
giantworldmap-100,0.0.3,BFS,3108,1008,3551,1100,443,3117,1017,219
halkidiki-001,0.0.3,BFS,1487,595,1953,1025,357,1662,820,205230
halkidiki-002,0.0.3,A*,2029,122,1786,312,276,2015,158,317
halkidiki-002,0.0.3,BFS,2029,122,1786,312,276,2015,158,1276
halkidiki-003,0.0.3,BFS,194,503,68,681,215,217,527,984
halkidiki-004,0.0.3,A*,927,498,948,703,147,932,557,412
halkidiki-004,0.0.3,BFS,927,498,948,703,147,932,557,374
halkidiki-005,0.0.3,A*,1312,1113,1357,1173,36,1338,1143,348
halkidiki-005,0.0.3,BFS,1312,1113,1357,1173,36,1347,1140,4252
halkidiki-006,0.0.3,A*,1666,327,1975,1064,430,1648,785,2527
halkidiki-006,0.0.3,BFS,1666,327,1975,1064,430,1648,785,265070
halkidiki-007,0.0.3,A*,813,689,963,974,179,1029,808,1580
halkidiki-007,0.0.3,BFS,813,689,963,974,179,1029,808,1850
halkidiki-008,0.0.3,A*,1701,884,1644,1409,361,1906,1183,1701895
halkidiki-008,0.0.3,BFS,1701,884,1644,1409,361,1945,1211,684100
halkidiki-009,0.0.3,BFS,203,351,297,397,58,244,420,406
halkidiki-010,0.0.3,BFS,1464,828,1497,976,14,1509,981,1072094
halkidiki-011,0.0.3,A*,901,682,634,266,476,856,687,201
halkidiki-011,0.0.3,BFS,901,682,634,266,476,856,687,238
halkidiki-012,0.0.3,BFS,1047,465,1466,127,499,1098,464,2414
halkidiki-013,0.0.3,A*,1834,925,1478,663,371,1752,911,759
halkidiki-013,0.0.3,BFS,1834,925,1478,663,371,1753,912,10146
halkidiki-014,0.0.3,A*,826,1117,1278,1652,450,943,1352,1861
halkidiki-014,0.0.3,BFS,826,1117,1278,1652,450,943,1352,55506
halkidiki-015,0.0.3,A*,1133,7,1164,516,168,1258,379,11200
halkidiki-015,0.0.3,BFS,1133,7,1164,516,168,1259,378,173252
halkidiki-016,0.0.3,A*,912,520,618,854,368,920,645,642
halkidiki-016,0.0.3,BFS,912,520,618,854,368,920,644,1425
halkidiki-017,0.0.3,BFS,1235,38,1436,141,155,1308,54,350
halkidiki-018,0.0.3,A*,1256,1009,1615,1379,269,1411,1204,2914
halkidiki-018,0.0.3,BFS,1256,1009,1615,1379,269,1411,1204,59926
halkidiki-019,0.0.3,BFS,645,207,923,629,472,697,215,234
halkidiki-020,0.0.3,BFS,972,730,1030,434,287,954,710,126
halkidiki-021,0.0.3,A*,192,274,75,633,109,165,574,4980
halkidiki-021,0.0.3,BFS,192,274,75,633,109,165,574,18509
halkidiki-022,0.0.3,A*,1828,1044,1981,1084,106,1881,1116,1012
halkidiki-022,0.0.3,BFS,1828,1044,1981,1084,106,1880,1116,12611
halkidiki-023,0.0.3,BFS,921,377,628,261,235,849,337,7891
halkidiki-024,0.0.3,A*,1256,35,1732,38,122,1612,59,2885
halkidiki-024,0.0.3,BFS,1256,35,1732,38,122,1612,59,1275
halkidiki-025,0.0.3,A*,1567,997,1545,1264,32,1565,1284,909
halkidiki-025,0.0.3,BFS,1567,997,1545,1264,32,1567,1284,96491
halkidiki-026,0.0.3,A*,702,128,1114,416,151,967,382,2433
halkidiki-026,0.0.3,BFS,702,128,1114,416,151,967,382,7427
halkidiki-027,0.0.3,A*,1323,457,1577,1003,360,1542,645,10281
halkidiki-027,0.0.3,BFS,1323,457,1577,1003,360,1542,645,113408
halkidiki-028,0.0.3,A*,618,340,172,319,173,328,393,11739
halkidiki-028,0.0.3,BFS,618,340,172,319,173,328,393,9050
halkidiki-029,0.0.3,A*,1370,1384,915,1567,298,1209,1532,1734
halkidiki-029,0.0.3,BFS,1370,1384,915,1567,298,1210,1532,97317
halkidiki-030,0.0.3,A*,1498,1239,1333,940,292,1429,1214,700
halkidiki-030,0.0.3,BFS,1498,1239,1333,940,292,1431,1215,8648
halkidiki-031,0.0.3,A*,831,1239,987,1429,73,947,1368,2636
halkidiki-031,0.0.3,BFS,831,1239,987,1429,73,947,1368,43062
halkidiki-032,0.0.3,A*,2121,0,1617,64,229,1840,111,2629
halkidiki-032,0.0.3,BFS,2121,0,1617,64,229,1841,111,67094
halkidiki-033,0.0.3,A*,2121,0,1769,132,218,1980,81,1896
halkidiki-033,0.0.3,BFS,2121,0,1769,132,218,1980,81,28826
halkidiki-034,0.0.3,A*,979,740,747,1118,372,999,860,1096
halkidiki-034,0.0.3,BFS,979,740,747,1118,372,1011,856,815
halkidiki-035,0.0.3,A*,1609,250,1375,117,267,1604,251,78
halkidiki-035,0.0.3,BFS,1609,250,1375,117,267,1605,251,24
halkidiki-036,0.0.3,A*,2093,28,1164,476,447,1571,294,24699
halkidiki-036,0.0.3,BFS,2093,28,1164,476,447,1558,265,270057
halkidiki-037,0.0.3,A*,762,242,930,553,100,919,454,1899
halkidiki-037,0.0.3,BFS,762,242,930,553,100,919,454,7287
halkidiki-038,0.0.3,BFS,1940,999,1489,966,188,1639,854,334613
halkidiki-039,0.0.3,A*,940,1341,979,1421,65,946,1367,168
halkidiki-039,0.0.3,BFS,940,1341,979,1421,65,946,1366,1212
halkidiki-040,0.0.3,BFS,1144,450,669,280,371,1006,432,6874
halkidiki-041,0.0.3,A*,1912,984,2000,1306,263,1965,1046,924
halkidiki-041,0.0.3,BFS,1912,984,2000,1306,263,1965,1046,17052
halkidiki-042,0.0.3,A*,2055,48,1821,113,38,1858,105,1350
halkidiki-042,0.0.3,BFS,2055,48,1821,113,38,1858,105,45815
halkidiki-043,0.0.3,A*,953,870,1071,1010,152,957,910,317
halkidiki-043,0.0.3,BFS,953,870,1071,1010,152,957,910,218
halkidiki-044,0.0.3,A*,1784,914,1987,1254,304,1869,974,3431
halkidiki-044,0.0.3,BFS,1784,914,1987,1254,304,1870,974,26545
halkidiki-045,0.0.3,A*,529,369,331,522,153,480,491,2666
halkidiki-045,0.0.3,BFS,529,369,331,522,153,481,494,6522
halkidiki-046,0.0.3,A*,933,490,484,930,498,911,676,952
halkidiki-046,0.0.3,BFS,933,490,484,930,498,914,679,10153
halkidiki-047,0.0.3,A*,1421,681,1451,1308,354,1629,1330,1522904
halkidiki-047,0.0.3,BFS,1421,681,1451,1308,354,1625,1320,853002
halkidiki-048,0.0.3,A*,1213,36,1754,136,481,1283,40,358
halkidiki-048,0.0.3,BFS,1213,36,1754,136,481,1283,40,299
halkidiki-049,0.0.3,A*,1737,35,1528,634,447,1652,205,853
halkidiki-049,0.0.3,BFS,1737,35,1528,634,447,1649,204,1076
halkidiki-050,0.0.3,A*,1388,935,1074,1013,264,1326,937,1780
halkidiki-050,0.0.3,BFS,1388,935,1074,1013,264,1327,939,11912
halkidiki-051,0.0.3,A*,1369,1398,1244,1588,22,1241,1570,1443
halkidiki-051,0.0.3,BFS,1369,1398,1244,1588,22,1242,1570,95955
halkidiki-052,0.0.3,A*,935,424,852,689,188,918,513,839
halkidiki-052,0.0.3,BFS,935,424,852,689,188,918,513,8960
halkidiki-053,0.0.3,A*,2061,42,1592,304,352,1874,95,1321
halkidiki-053,0.0.3,BFS,2061,42,1592,304,352,1874,95,41883
halkidiki-054,0.0.3,A*,407,390,917,440,234,774,255,27974
halkidiki-054,0.0.3,BFS,407,390,917,440,234,774,255,134541
halkidiki-055,0.0.3,BFS,340,654,633,215,474,340,586,4309
halkidiki-056,0.0.3,A*,1618,60,2120,4,490,1635,58,115
halkidiki-056,0.0.3,BFS,1618,60,2120,4,490,1635,61,75
halkidiki-057,0.0.3,A*,972,1414,1078,1608,100,1171,1638,403424
halkidiki-057,0.0.3,BFS,972,1414,1078,1608,100,1173,1638,233658
halkidiki-058,0.0.3,A*,645,274,933,480,184,835,326,6243
halkidiki-058,0.0.3,BFS,645,274,933,480,184,834,326,8109
halkidiki-059,0.0.3,A*,1058,1478,1290,1650,114,1237,1550,2872
halkidiki-059,0.0.3,BFS,1058,1478,1290,1650,114,1237,1550,59499
halkidiki-060,0.0.3,A*,571,1060,927,1323,166,797,1222,2523
halkidiki-060,0.0.3,BFS,571,1060,927,1323,166,797,1220,157007
halkidiki-061,0.0.3,A*,1391,1265,1514,1532,268,1399,1290,205
halkidiki-061,0.0.3,BFS,1391,1265,1514,1532,268,1399,1290,149
halkidiki-062,0.0.3,A*,1838,929,2031,1136,191,1913,986,1352
halkidiki-062,0.0.3,BFS,1838,929,2031,1136,191,1913,986,20941
halkidiki-063,0.0.3,BFS,92,169,72,672,117,155,590,22811
halkidiki-064,0.0.3,A*,1260,1053,1366,1196,53,1350,1149,2335
halkidiki-064,0.0.3,BFS,1260,1053,1366,1196,53,1349,1146,22829
halkidiki-065,0.0.3,A*,654,202,314,560,242,527,446,3391
halkidiki-065,0.0.3,BFS,654,202,314,560,242,527,446,8045
halkidiki-066,0.0.3,A*,1453,595,1863,939,96,1771,920,6065
halkidiki-066,0.0.3,BFS,1453,595,1863,939,96,1770,920,337034
halkidiki-067,0.0.3,A*,1102,1019,1656,1012,477,1182,1065,417
halkidiki-067,0.0.3,BFS,1102,1019,1656,1012,477,1182,1065,439
halkidiki-068,0.0.3,A*,927,378,677,206,263,877,376,357
halkidiki-068,0.0.3,BFS,927,378,677,206,263,872,382,3510
halkidiki-069,0.0.3,A*,1355,1128,1235,1571,431,1350,1157,273
halkidiki-069,0.0.3,BFS,1355,1128,1235,1571,431,1337,1153,3014
halkidiki-070,0.0.3,BFS,1657,1495,1546,1604,108,1621,1527,5960
halkidiki-071,0.0.3,A*,789,1169,905,1569,261,773,1344,2639
halkidiki-071,0.0.3,BFS,789,1169,905,1569,261,773,1344,29369
halkidiki-072,0.0.3,A*,1329,469,1242,1118,387,1430,781,91605
halkidiki-072,0.0.3,BFS,1329,469,1242,1118,387,1536,879,231624
halkidiki-073,0.0.3,BFS,140,226,675,208,472,253,416,1073
halkidiki-074,0.0.3,A*,180,341,145,231,50,187,254,563
halkidiki-074,0.0.3,BFS,180,341,145,231,50,189,254,470
halkidiki-075,0.0.3,A*,428,952,253,831,189,406,939,226
halkidiki-075,0.0.3,BFS,428,952,253,831,189,406,939,776
halkidiki-076,0.0.3,A*,920,587,886,686,74,918,621,168
halkidiki-076,0.0.3,BFS,920,587,886,686,74,918,620,140
halkidiki-077,0.0.3,A*,1468,833,1272,1083,249,1453,1222,1372526
halkidiki-077,0.0.3,BFS,1468,833,1272,1083,249,1475,1227,983246
halkidiki-078,0.0.3,A*,1137,1135,1517,868,413,1553,1278,1592013
halkidiki-078,0.0.3,BFS,1137,1135,1517,868,413,1221,1156,10817
halkidiki-079,0.0.3,A*,1958,1224,1654,1499,400,1995,1290,1141
halkidiki-079,0.0.3,BFS,1958,1224,1654,1499,400,1995,1290,10163
halkidiki-080,0.0.3,A*,1654,1010,2070,1175,350,1748,1039,1128
halkidiki-080,0.0.3,BFS,1654,1010,2070,1175,350,1748,1039,17576
halkidiki-081,0.0.3,BFS,846,335,920,653,87,929,567,14056
halkidiki-082,0.0.3,BFS,295,397,548,366,223,327,393,138
halkidiki-083,0.0.3,A*,1920,77,1311,60,365,1673,62,2271
halkidiki-083,0.0.3,BFS,1920,77,1311,60,365,1654,184,52575
halkidiki-084,0.0.3,A*,1322,1635,1157,1635,160,1316,1643,122
halkidiki-084,0.0.3,BFS,1322,1635,1157,1635,160,1316,1643,412
halkidiki-085,0.0.3,A*,194,493,370,599,162,275,476,794
halkidiki-085,0.0.3,BFS,194,493,370,599,162,274,476,4513
halkidiki-086,0.0.3,A*,1721,908,1314,589,371,1636,773,5088
halkidiki-086,0.0.3,BFS,1721,908,1314,589,371,1636,773,40241
halkidiki-087,0.0.3,BFS,1218,1531,865,1516,201,1061,1479,52120
halkidiki-088,0.0.3,A*,952,701,1158,1057,289,1032,797,741
halkidiki-088,0.0.3,BFS,952,701,1158,1057,289,1032,797,902
halkidiki-089,0.0.3,BFS,1011,384,1162,465,117,1067,397,3946
halkidiki-090,0.0.3,BFS,2034,70,1676,329,215,1766,134,68409
halkidiki-091,0.0.3,A*,1215,1153,1611,1344,411,1236,1177,336
halkidiki-091,0.0.3,BFS,1215,1153,1611,1344,411,1236,1176,1909
halkidiki-092,0.0.3,BFS,1181,1065,1322,937,169,1489,915,315134
halkidiki-093,0.0.3,A*,1752,911,1449,1301,470,1557,882,187401
halkidiki-093,0.0.3,BFS,1752,911,1449,1301,470,1624,885,145311
halkidiki-094,0.0.3,A*,1465,1225,1629,1579,224,1609,1356,9039
halkidiki-094,0.0.3,BFS,1465,1225,1629,1579,224,1609,1356,103466
halkidiki-095,0.0.3,A*,1641,771,1307,587,189,1415,740,1298
halkidiki-095,0.0.3,BFS,1641,771,1307,587,189,1416,741,102645
halkidiki-096,0.0.3,A*,708,151,923,660,55,917,606,3730
halkidiki-096,0.0.3,BFS,708,151,923,660,55,920,606,22507
halkidiki-097,0.0.3,A*,1055,386,1007,385,27,1032,381,112
halkidiki-097,0.0.3,BFS,1055,386,1007,385,27,1033,383,590
halkidiki-098,0.0.3,A*,810,1148,771,1341,143,833,1244,4678
halkidiki-098,0.0.3,BFS,810,1148,771,1341,143,825,1209,4649
halkidiki-099,0.0.3,A*,693,749,921,529,257,744,715,309
halkidiki-099,0.0.3,BFS,693,749,921,529,257,744,715,292
halkidiki-100,0.0.3,A*,1077,403,1172,531,99,1098,467,801
halkidiki-100,0.0.3,BFS,1077,403,1172,531,99,1098,466,6707
iceland-001,0.0.3,A*,1708,521,1641,409,113,1690,509,178
iceland-001,0.0.3,BFS,1708,521,1641,409,113,1691,510,691
iceland-002,0.0.3,A*,422,420,517,983,116,434,903,380397
iceland-002,0.0.3,BFS,422,420,517,983,116,434,902,721794
iceland-003,0.0.3,A*,1739,776,1636,427,362,1739,774,61
iceland-003,0.0.3,BFS,1739,776,1636,427,362,1739,774,8
iceland-004,0.0.3,BFS,317,240,517,328,83,454,274,58338
iceland-005,0.0.3,A*,1426,212,1372,1110,411,1692,859,172766
iceland-005,0.0.3,BFS,1426,212,1372,1110,411,1691,858,727412
iceland-006,0.0.3,BFS,437,257,475,622,159,581,505,233812
iceland-007,0.0.3,A*,319,255,189,611,345,340,311,1420
iceland-007,0.0.3,BFS,319,255,189,611,345,303,339,12424
iceland-008,0.0.3,A*,1730,815,1418,1057,339,1692,859,718
iceland-008,0.0.3,BFS,1730,815,1418,1057,339,1691,858,6256
iceland-009,0.0.3,A*,620,1148,282,580,411,462,943,140317
iceland-009,0.0.3,BFS,620,1148,282,580,411,462,943,289283
iceland-010,0.0.3,A*,383,302,416,382,77,353,340,2427
iceland-010,0.0.3,BFS,383,302,416,382,77,352,340,3509
iceland-011,0.0.3,A*,181,521,343,238,314,187,510,133
iceland-011,0.0.3,BFS,181,521,343,238,314,187,510,232
iceland-012,0.0.3,A*,1628,480,1771,555,56,1724,527,1770
iceland-012,0.0.3,BFS,1628,480,1771,555,56,1724,526,16616
iceland-013,0.0.3,A*,315,249,481,731,389,338,371,2086
iceland-013,0.0.3,BFS,315,249,481,731,389,338,370,40445
iceland-014,0.0.3,A*,960,328,271,481,482,738,363,3432
iceland-014,0.0.3,BFS,960,328,271,481,482,738,363,86715
iceland-015,0.0.3,A*,490,574,189,507,190,369,566,2301
iceland-015,0.0.3,BFS,490,574,189,507,190,369,567,9600
iceland-016,0.0.3,BFS,1063,333,1560,295,388,1227,333,34794
iceland-017,0.0.3,A*,213,402,291,479,71,242,429,392
iceland-017,0.0.3,BFS,213,402,291,479,71,242,428,3262
iceland-018,0.0.3,A*,248,575,214,822,33,182,821,11407
iceland-018,0.0.3,BFS,248,575,214,822,33,182,821,88808
iceland-019,0.0.3,BFS,1592,257,1510,333,82,1574,282,2661
iceland-020,0.0.3,BFS,1559,1000,1746,821,206,1607,973,8512
iceland-021,0.0.3,A*,447,263,357,234,41,395,234,814
iceland-021,0.0.3,BFS,447,263,357,234,41,397,234,6721
iceland-022,0.0.3,A*,628,654,658,1167,94,565,1160,1496781
iceland-022,0.0.3,BFS,628,654,658,1167,94,565,1160,1284618
iceland-023,0.0.3,A*,336,374,838,435,446,403,370,439
iceland-023,0.0.3,BFS,336,374,838,435,446,403,371,3231
iceland-024,0.0.3,A*,346,336,432,243,83,363,288,1027
iceland-024,0.0.3,BFS,346,336,432,243,83,376,304,5672
iceland-025,0.0.3,A*,1773,751,1607,489,303,1809,712,993
iceland-025,0.0.3,BFS,1773,751,1607,489,303,1811,713,5885
iceland-026,0.0.3,BFS,405,693,492,1042,314,449,731,8539
iceland-027,0.0.3,A*,315,821,509,1002,213,387,828,645
iceland-027,0.0.3,BFS,315,821,509,1002,213,387,833,7214
iceland-028,0.0.3,A*,344,331,442,588,30,416,575,150571
iceland-028,0.0.3,BFS,344,331,442,588,30,416,575,513151
iceland-029,0.0.3,A*,474,1159,690,1190,116,579,1160,297
iceland-029,0.0.3,BFS,474,1159,690,1190,116,578,1160,11400
iceland-030,0.0.3,A*,1177,1190,808,1265,254,1059,1296,2202
iceland-030,0.0.3,BFS,1177,1190,808,1265,254,1060,1296,41947
iceland-031,0.0.3,A*,423,697,393,392,223,434,585,1933
iceland-031,0.0.3,BFS,423,697,393,392,223,413,575,19954
iceland-032,0.0.3,A*,262,327,299,575,94,242,503,9063
iceland-032,0.0.3,BFS,262,327,299,575,94,242,502,93761
iceland-033,0.0.3,A*,318,558,397,234,328,331,554,205
iceland-033,0.0.3,BFS,318,558,397,234,328,309,549,372
iceland-034,0.0.3,A*,1666,858,1799,662,158,1759,814,1674
iceland-034,0.0.3,BFS,1666,858,1799,662,158,1760,815,17700
iceland-035,0.0.3,A*,900,363,1260,322,153,1108,339,7845
iceland-035,0.0.3,BFS,900,363,1260,322,153,1108,339,77857
iceland-036,0.0.3,A*,474,574,208,382,275,411,564,1636
iceland-036,0.0.3,BFS,474,574,208,382,275,412,564,5424
iceland-037,0.0.3,BFS,1639,961,1316,1155,93,1387,1095,168630
iceland-038,0.0.3,BFS,348,820,589,1155,180,509,1001,93503
iceland-039,0.0.3,A*,521,681,221,368,361,407,676,6082
iceland-039,0.0.3,BFS,521,681,221,368,361,406,677,4814
iceland-040,0.0.3,A*,429,235,123,527,352,315,240,2550
iceland-040,0.0.3,BFS,429,235,123,527,352,325,240,20345
iceland-041,0.0.3,A*,263,322,676,521,165,583,386,61828
iceland-041,0.0.3,BFS,263,322,676,521,165,582,386,276952
iceland-042,0.0.3,BFS,1470,262,1572,379,95,1499,319,9033
iceland-043,0.0.3,A*,1110,199,283,814,309,256,507,66144
iceland-043,0.0.3,BFS,1110,199,283,814,309,244,508,825873
iceland-044,0.0.3,A*,397,831,279,761,111,368,827,289
iceland-044,0.0.3,BFS,397,831,279,761,111,368,827,1657
iceland-045,0.0.3,A*,856,474,300,339,477,776,351,12513
iceland-045,0.0.3,BFS,856,474,300,339,477,776,351,15774
iceland-046,0.0.3,A*,384,1065,410,821,154,462,941,1172
iceland-046,0.0.3,BFS,384,1065,410,821,154,462,943,61423
iceland-047,0.0.3,A*,206,421,104,582,22,104,561,4000
iceland-047,0.0.3,BFS,206,421,104,582,22,104,561,62218
iceland-048,0.0.3,A*,346,228,1095,435,308,795,366,3800
iceland-048,0.0.3,BFS,346,228,1095,435,308,795,366,340931
iceland-049,0.0.3,A*,369,575,494,923,165,361,826,147643
iceland-049,0.0.3,BFS,369,575,494,923,165,361,827,206400
iceland-050,0.0.3,A*,706,510,1063,334,346,759,496,538
iceland-050,0.0.3,BFS,706,510,1063,334,346,758,497,5635
iceland-051,0.0.3,A*,1222,351,1028,372,71,1089,338,895
iceland-051,0.0.3,BFS,1222,351,1028,372,71,1090,338,20480
iceland-052,0.0.3,A*,363,730,272,816,98,336,743,255
iceland-052,0.0.3,BFS,363,730,272,816,98,337,743,1586
iceland-053,0.0.3,BFS,1714,523,1789,698,173,1745,531,1456
iceland-054,0.0.3,A*,592,459,202,455,284,349,228,69798
iceland-054,0.0.3,BFS,592,459,202,455,284,389,243,139494
iceland-055,0.0.3,A*,887,433,1356,302,378,979,322,5979
iceland-055,0.0.3,BFS,887,433,1356,302,378,979,322,25975
iceland-056,0.0.3,A*,444,591,485,614,33,457,598,93
iceland-056,0.0.3,BFS,444,591,485,614,33,457,598,540
iceland-057,0.0.3,A*,753,357,214,486,198,263,322,92775
iceland-057,0.0.3,BFS,753,357,214,486,198,303,339,364757
iceland-058,0.0.3,A*,1776,629,1749,806,112,1783,700,1555
iceland-058,0.0.3,BFS,1776,629,1749,806,112,1795,706,9353
iceland-059,0.0.3,A*,1398,205,853,464,331,1150,363,2307
iceland-059,0.0.3,BFS,1398,205,853,464,331,1151,363,196400
iceland-060,0.0.3,A*,506,1009,265,511,431,436,905,1987
iceland-060,0.0.3,BFS,506,1009,265,511,431,436,906,20429
iceland-061,0.0.3,A*,423,697,477,293,395,406,679,165
iceland-061,0.0.3,BFS,423,697,477,293,395,405,681,1459
iceland-062,0.0.3,A*,739,412,784,351,64,732,387,167
iceland-062,0.0.3,BFS,739,412,784,351,64,732,388,1068
iceland-063,0.0.3,BFS,600,553,1048,386,471,651,553,2956
iceland-064,0.0.3,A*,1254,322,1742,531,498,1279,348,259
iceland-064,0.0.3,BFS,1254,322,1742,531,498,1279,348,4017
iceland-065,0.0.3,A*,1341,254,1058,399,310,1354,309,434
iceland-065,0.0.3,BFS,1341,254,1058,399,310,1354,308,5491
iceland-066,0.0.3,A*,384,343,543,503,187,393,392,516
iceland-066,0.0.3,BFS,384,343,543,503,187,411,371,1911
iceland-067,0.0.3,A*,877,403,361,533,403,738,401,13111
iceland-067,0.0.3,BFS,877,403,361,533,403,734,381,38862
iceland-068,0.0.3,A*,159,485,631,592,356,276,575,54979
iceland-068,0.0.3,BFS,159,485,631,592,356,279,582,152062
iceland-069,0.0.3,A*,843,1255,410,556,497,485,1046,39783
iceland-069,0.0.3,BFS,843,1255,410,556,497,485,1046,442684
iceland-070,0.0.3,A*,819,1266,1134,1240,292,844,1263,127
iceland-070,0.0.3,BFS,819,1266,1134,1240,292,844,1265,781
iceland-071,0.0.3,A*,893,1290,745,1237,122,859,1276,331
iceland-071,0.0.3,BFS,893,1290,745,1237,122,860,1276,2289
iceland-072,0.0.3,A*,495,595,350,228,370,476,575,232
iceland-072,0.0.3,BFS,495,595,350,228,370,476,575,1026
iceland-073,0.0.3,A*,131,521,397,347,163,250,415,2208
iceland-073,0.0.3,BFS,131,521,397,347,163,250,417,60069
iceland-074,0.0.3,A*,548,363,264,826,463,566,521,5574
iceland-074,0.0.3,BFS,548,363,264,826,463,591,499,45414
iceland-075,0.0.3,A*,1524,980,913,1300,273,1167,1200,3363
iceland-075,0.0.3,BFS,1524,980,913,1300,273,1167,1200,301121
iceland-076,0.0.3,BFS,978,322,358,546,142,421,419,647117
iceland-077,0.0.3,A*,787,351,492,576,168,602,451,2342
iceland-077,0.0.3,BFS,787,351,492,576,168,602,450,112484
iceland-078,0.0.3,A*,1222,351,1274,337,29,1251,322,325
iceland-078,0.0.3,BFS,1222,351,1274,337,29,1250,322,3572
iceland-079,0.0.3,A*,1110,199,1097,478,240,1110,339,462
iceland-079,0.0.3,BFS,1110,199,1097,478,240,1109,339,39504
iceland-080,0.0.3,A*,1699,515,1271,329,221,1473,272,20135
iceland-080,0.0.3,BFS,1699,515,1271,329,221,1469,256,216169
iceland-081,0.0.3,A*,526,1033,380,1167,128,473,1082,852
iceland-081,0.0.3,BFS,526,1033,380,1167,128,475,1082,4932
iceland-082,0.0.3,A*,611,1118,555,509,376,426,861,291067
iceland-082,0.0.3,BFS,611,1118,555,509,376,375,833,310536
iceland-083,0.0.3,A*,170,784,856,476,350,532,345,201846
iceland-083,0.0.3,BFS,170,784,856,476,350,533,342,721144
iceland-084,0.0.3,A*,1691,511,1527,315,121,1631,376,2282
iceland-084,0.0.3,BFS,1691,511,1527,315,121,1631,376,34348
iceland-085,0.0.3,A*,877,403,339,323,199,533,356,5137
iceland-085,0.0.3,BFS,877,403,339,323,199,532,350,149265
